timestamp_local,temperature_C,city,lat,lon
2015-07-01 00:00:00,23.71,Lublin,51.2465,22.5684
2015-07-01 02:00:00,20.46,Lublin,51.2465,22.5684
2015-07-01 04:00:00,16.45,Lublin,51.2465,22.5684
2015-07-01 06:00:00,12.32,Lublin,51.2465,22.5684
2015-07-01 08:00:00,12.2,Lublin,51.2465,22.5684
2015-07-01 10:00:00,10.45,Lublin,51.2465,22.5684
2015-07-01 12:00:00,14.16,Lublin,51.2465,22.5684
2015-07-01 14:00:00,15.14,Lublin,51.2465,22.5684
2015-07-01 16:00:00,18.61,Lublin,51.2465,22.5684
2015-07-01 18:00:00,19.99,Lublin,51.2465,22.5684
2015-07-01 20:00:00,22.26,Lublin,51.2465,22.5684
2015-07-01 22:00:00,23.28,Lublin,51.2465,22.5684
2015-07-02 00:00:00,21.86,Lublin,51.2465,22.5684
2015-07-02 02:00:00,18.25,Lublin,51.2465,22.5684
2015-07-02 04:00:00,15.33,Lublin,51.2465,22.5684
2015-07-02 06:00:00,12.9,Lublin,51.2465,22.5684
2015-07-02 08:00:00,11.36,Lublin,51.2465,22.5684
2015-07-02 10:00:00,12.45,Lublin,51.2465,22.5684
2015-07-02 12:00:00,14.76,Lublin,51.2465,22.5684
2015-07-02 14:00:00,17.37,Lublin,51.2465,22.5684
2015-07-02 16:00:00,20.45,Lublin,51.2465,22.5684
2015-07-02 18:00:00,22.85,Lublin,51.2465,22.5684
2015-07-02 20:00:00,24.39,Lublin,51.2465,22.5684
2015-07-02 22:00:00,24.51,Lublin,51.2465,22.5684
2015-07-03 00:00:00,22.51,Lublin,51.2465,22.5684
2015-07-03 02:00:00,19.5,Lublin,51.2465,22.5684
2015-07-03 04:00:00,16.87,Lublin,51.2465,22.5684
2015-07-03 06:00:00,14.12,Lublin,51.2465,22.5684
2015-07-03 08:00:00,13.02,Lublin,51.2465,22.5684
2015-07-03 10:00:00,12.93,Lublin,51.2465,22.5684
2015-07-03 12:00:00,14.67,Lublin,51.2465,22.5684
2015-07-03 14:00:00,16.84,Lublin,51.2465,22.5684
2015-07-03 16:00:00,19.48,Lublin,51.2465,22.5684
2015-07-03 18:00:00,23.0,Lublin,51.2465,22.5684
2015-07-03 20:00:00,24.49,Lublin,51.2465,22.5684
2015-07-03 22:00:00,23.48,Lublin,51.2465,22.5684
2015-07-04 00:00:00,21.1,Lublin,51.2465,22.5684
2015-07-04 02:00:00,18.86,Lublin,51.2465,22.5684
2015-07-04 04:00:00,16.04,Lublin,51.2465,22.5684
2015-07-04 06:00:00,13.93,Lublin,51.2465,22.5684
2015-07-04 08:00:00,11.37,Lublin,51.2465,22.5684
2015-07-04 10:00:00,12.07,Lublin,51.2465,22.5684
2015-07-04 12:00:00,13.25,Lublin,51.2465,22.5684
2015-07-04 14:00:00,16.64,Lublin,51.2465,22.5684
2015-07-04 16:00:00,18.83,Lublin,51.2465,22.5684
2015-07-04 18:00:00,22.34,Lublin,51.2465,22.5684
2015-07-04 20:00:00,23.18,Lublin,51.2465,22.5684
2015-07-04 22:00:00,23.37,Lublin,51.2465,22.5684
2015-07-05 00:00:00,21.99,Lublin,51.2465,22.5684
2015-07-05 02:00:00,18.51,Lublin,51.2465,22.5684
2015-07-05 04:00:00,15.94,Lublin,51.2465,22.5684
2015-07-05 06:00:00,12.74,Lublin,51.2465,22.5684
2015-07-05 08:00:00,9.92,Lublin,51.2465,22.5684
2015-07-05 10:00:00,10.92,Lublin,51.2465,22.5684
2015-07-05 12:00:00,11.5,Lublin,51.2465,22.5684
2015-07-05 14:00:00,14.41,Lublin,51.2465,22.5684
2015-07-05 16:00:00,18.61,Lublin,51.2465,22.5684
2015-07-05 18:00:00,20.18,Lublin,51.2465,22.5684
2015-07-05 20:00:00,22.07,Lublin,51.2465,22.5684
2015-07-05 22:00:00,22.3,Lublin,51.2465,22.5684
2015-07-06 00:00:00,21.06,Lublin,51.2465,22.5684
2015-07-06 02:00:00,19.08,Lublin,51.2465,22.5684
2015-07-06 04:00:00,15.4,Lublin,51.2465,22.5684
2015-07-06 06:00:00,13.86,Lublin,51.2465,22.5684
2015-07-06 08:00:00,11.4,Lublin,51.2465,22.5684
2015-07-06 10:00:00,10.84,Lublin,51.2465,22.5684
2015-07-06 12:00:00,13.11,Lublin,51.2465,22.5684
2015-07-06 14:00:00,15.87,Lublin,51.2465,22.5684
2015-07-06 16:00:00,20.17,Lublin,51.2465,22.5684
2015-07-06 18:00:00,20.97,Lublin,51.2465,22.5684
2015-07-06 20:00:00,22.48,Lublin,51.2465,22.5684
2015-07-06 22:00:00,23.41,Lublin,51.2465,22.5684
2015-07-07 00:00:00,21.1,Lublin,51.2465,22.5684
2015-07-07 02:00:00,19.43,Lublin,51.2465,22.5684
2015-07-07 04:00:00,16.99,Lublin,51.2465,22.5684
2015-07-07 06:00:00,14.77,Lublin,51.2465,22.5684
2015-07-07 08:00:00,13.11,Lublin,51.2465,22.5684
2015-07-07 10:00:00,12.4,Lublin,51.2465,22.5684
2015-07-07 12:00:00,14.59,Lublin,51.2465,22.5684
2015-07-07 14:00:00,18.04,Lublin,51.2465,22.5684
2015-07-07 16:00:00,19.49,Lublin,51.2465,22.5684
2015-07-07 18:00:00,24.38,Lublin,51.2465,22.5684
2015-07-07 20:00:00,26.99,Lublin,51.2465,22.5684
2015-07-07 22:00:00,26.04,Lublin,51.2465,22.5684
2015-07-08 00:00:00,23.95,Lublin,51.2465,22.5684
2015-07-08 02:00:00,22.35,Lublin,51.2465,22.5684
2015-07-08 04:00:00,21.03,Lublin,51.2465,22.5684
2015-07-08 06:00:00,18.37,Lublin,51.2465,22.5684
2015-07-08 08:00:00,17.18,Lublin,51.2465,22.5684
2015-07-08 10:00:00,16.37,Lublin,51.2465,22.5684
2015-07-08 12:00:00,18.39,Lublin,51.2465,22.5684
2015-07-08 14:00:00,20.55,Lublin,51.2465,22.5684
2015-07-08 16:00:00,22.48,Lublin,51.2465,22.5684
2015-07-08 18:00:00,26.3,Lublin,51.2465,22.5684
2015-07-08 20:00:00,28.88,Lublin,51.2465,22.5684
2015-07-08 22:00:00,28.09,Lublin,51.2465,22.5684
2015-07-09 00:00:00,26.02,Lublin,51.2465,22.5684
2015-07-09 02:00:00,23.88,Lublin,51.2465,22.5684
2015-07-09 04:00:00,20.63,Lublin,51.2465,22.5684
2015-07-09 06:00:00,18.05,Lublin,51.2465,22.5684
2015-07-09 08:00:00,15.97,Lublin,51.2465,22.5684
2015-07-09 10:00:00,16.02,Lublin,51.2465,22.5684
2015-07-09 12:00:00,17.21,Lublin,51.2465,22.5684
2015-07-09 14:00:00,19.27,Lublin,51.2465,22.5684
2015-07-09 16:00:00,23.05,Lublin,51.2465,22.5684
2015-07-09 18:00:00,24.68,Lublin,51.2465,22.5684
2015-07-09 20:00:00,25.68,Lublin,51.2465,22.5684
2015-07-09 22:00:00,,Lublin,51.2465,22.5684
2015-07-10 00:00:00,25.07,Lublin,51.2465,22.5684
2015-07-10 02:00:00,23.99,Lublin,51.2465,22.5684
2015-07-10 04:00:00,20.16,Lublin,51.2465,22.5684
2015-07-10 06:00:00,18.38,Lublin,51.2465,22.5684
2015-07-10 08:00:00,16.43,Lublin,51.2465,22.5684
2015-07-10 10:00:00,17.18,Lublin,51.2465,22.5684
2015-07-10 12:00:00,19.08,Lublin,51.2465,22.5684
2015-07-10 14:00:00,22.34,Lublin,51.2465,22.5684
2015-07-10 16:00:00,24.53,Lublin,51.2465,22.5684
2015-07-10 18:00:00,26.05,Lublin,51.2465,22.5684
2015-07-10 20:00:00,28.33,Lublin,51.2465,22.5684
2015-07-10 22:00:00,27.9,Lublin,51.2465,22.5684
2015-07-11 00:00:00,27.07,Lublin,51.2465,22.5684
2015-07-11 02:00:00,23.34,Lublin,51.2465,22.5684
2015-07-11 04:00:00,20.79,Lublin,51.2465,22.5684
2015-07-11 06:00:00,16.62,Lublin,51.2465,22.5684
2015-07-11 08:00:00,15.76,Lublin,51.2465,22.5684
2015-07-11 10:00:00,16.08,Lublin,51.2465,22.5684
2015-07-11 12:00:00,17.61,Lublin,51.2465,22.5684
2015-07-11 14:00:00,19.72,Lublin,51.2465,22.5684
2015-07-11 16:00:00,23.72,Lublin,51.2465,22.5684
2015-07-11 18:00:00,26.08,Lublin,51.2465,22.5684
2015-07-11 20:00:00,27.69,Lublin,51.2465,22.5684
2015-07-11 22:00:00,26.96,Lublin,51.2465,22.5684
2015-07-12 00:00:00,26.01,Lublin,51.2465,22.5684
2015-07-12 02:00:00,22.92,Lublin,51.2465,22.5684
2015-07-12 04:00:00,19.55,Lublin,51.2465,22.5684
2015-07-12 06:00:00,18.67,Lublin,51.2465,22.5684
2015-07-12 08:00:00,16.2,Lublin,51.2465,22.5684
2015-07-12 10:00:00,16.53,Lublin,51.2465,22.5684
2015-07-12 12:00:00,18.38,Lublin,51.2465,22.5684
2015-07-12 14:00:00,19.41,Lublin,51.2465,22.5684
2015-07-12 16:00:00,21.97,Lublin,51.2465,22.5684
2015-07-12 18:00:00,24.3,Lublin,51.2465,22.5684
2015-07-12 20:00:00,26.24,Lublin,51.2465,22.5684
2015-07-12 22:00:00,26.53,Lublin,51.2465,22.5684
2015-07-13 00:00:00,23.56,Lublin,51.2465,22.5684
2015-07-13 02:00:00,20.81,Lublin,51.2465,22.5684
2015-07-13 04:00:00,17.54,Lublin,51.2465,22.5684
2015-07-13 06:00:00,15.12,Lublin,51.2465,22.5684
2015-07-13 08:00:00,13.85,Lublin,51.2465,22.5684
2015-07-13 10:00:00,13.23,Lublin,51.2465,22.5684
2015-07-13 12:00:00,14.34,Lublin,51.2465,22.5684
2015-07-13 14:00:00,17.97,Lublin,51.2465,22.5684
